2021-06-25 16:48:52,0.19363,54.76525
2021-06-25 16:48:53,0.17548,50.85316
2021-06-25 16:48:54,0.29992,60.29469
2021-06-25 16:48:55,0.26611,57.71294
2021-06-25 16:48:56,0.04118,30.66959
2021-06-25 16:48:57,0.04950,30.32984
2021-06-25 16:48:58,0.20418,54.69528
2021-06-25 16:48:59,0.30285,63.49248
2021-06-25 16:49:00,0.27425,58.75815
2021-06-25 16:49:01,0.29589,57.28694
2021-06-25 16:49:02,0.29382,63.34787
2021-06-25 16:49:03,0.27601,55.51114
2021-06-25 16:49:04,0.29540,58.05590
2021-06-25 16:49:05,0.26801,50.44193
2021-06-25 16:49:06,0.29682,53.63358
2021-06-25 16:49:07,0.30262,52.75558
2021-06-25 16:49:08,0.27387,46.25516
2021-06-25 16:49:09,0.29456,49.77650
2021-06-25 16:49:10,0.29362,58.13325
2021-06-25 16:49:11,0.29766,59.08700
2021-06-25 16:49:12,0.29680,60.14361
2021-06-25 16:49:13,0.29086,59.61192
2021-06-25 16:49:14,0.29481,59.48237
2021-06-25 16:49:15,0.29589,59.65328
2021-06-25 16:49:16,0.29515,59.11306
2021-06-25 16:49:17,0.29139,59.17228
2021-06-25 16:49:18,0.29732,58.51943
2021-06-25 16:49:19,0.28010,54.19387
2021-06-25 16:49:20,0.29599,56.70890
2021-06-25 16:49:21,0.29097,55.53271
2021-06-25 16:49:22,0.28173,56.26537
2021-06-25 16:49:23,0.29564,56.78693
2021-06-25 16:49:24,0.28188,56.02592
2021-06-25 16:49:25,0.29219,57.10137
2021-06-25 16:49:26,0.29515,56.66583
2021-06-25 16:49:27,0.27811,54.98505
2021-06-25 16:49:28,0.29648,55.44694
2021-06-25 16:49:29,0.27638,52.90777
2021-06-25 16:49:30,0.29372,54.82970
2021-06-25 16:49:31,0.29505,54.36201
2021-06-25 16:49:32,0.29223,53.59150
2021-06-25 16:49:33,0.29791,54.76056
2021-06-25 16:49:34,0.27471,52.88060
2021-06-25 16:49:35,0.29648,55.69599
2021-06-25 16:49:36,0.30008,55.36584
2021-06-25 16:49:37,0.28426,55.58099
2021-06-25 16:49:38,0.29589,55.35229
2021-06-25 16:49:39,0.26762,56.10349
2021-06-25 16:49:40,0.29397,55.20155
2021-06-25 16:49:41,0.29599,57.06718
2021-06-25 16:49:42,0.27980,56.03964
2021-06-25 16:49:43,0.29540,52.85745
2021-06-25 16:49:44,0.29673,54.08082
2021-06-25 16:49:45,0.29422,54.00901
2021-06-25 16:49:46,0.29723,55.86145
2021-06-25 16:49:47,0.28064,54.21554
2021-06-25 16:49:48,0.29950,55.01821
2021-06-25 16:49:49,0.29589,54.28232
2021-06-25 16:49:50,0.28559,55.03308
2021-06-25 16:49:51,0.29648,55.22088
2021-06-25 16:49:52,0.28329,54.16817
2021-06-25 16:49:53,0.29757,51.25584
2021-06-25 16:49:54,0.28643,50.26796
